0,0
2442,3482
2611,3621
2744,3856
2882,4090
3102,4436
3231,4634
3393,4844
3583,5126
3741,5411
4004,5731
4151,5974
4313,6263
4536,6566
4766,6943
5011,7197
5266,7606
5489,8025
5776,8480
6198,9049
6576,9555
6984,10180
7378,10835
7797,11434
8248,12049
8565,12520
8947,13081
9301,13584
9600,14137
10014,14677
10444,15303
11001,16174
11609,17072
12276,18008
12803,18816
13227,19421
13679,20054
14003,20566
14352,20960
14600,21461
14917,21943
15318,22493
15677,23048
16139,23701
16742,24620
17404,25669
18231,26859
19135,28172
20115,29653
21234,31196
22336,32872
23468,34516
24556,36193
25733,37818
26957,39497
28274,41511
29905,43877
32093,47057
34682,50681
37842,55073
41599,60195
45471,65467
49570,70688
53532,75886
57285,80511
60768,84357
63945,87707
66287,90112
68065,90943
68793,89780
69443,88996
77468,98443
84511,106389
89054,111437
92011,114855
94469,117416
96410,119491
97803,120704
98443,121334
99096,121748
99725,122134
100313,122444
100856,122671
101195,122861
101442,122944
101681,123079
101856,123137
102000,123131
102141,123223
102273,123228
102551,123309
102784,123450
103126,123498
103625,123719
104128,123901
104700,124123
105216,124329
105666,124424
106008,124540
106296,124560
106469,124634
106656,124599
106761,124559
106916,124515
107094,124534
107174,124536
107312,124546
107457,124607
107589,124581
107712,124648
107852,124648
108049,124696
108188,124759
108354,124735
108562,124811
108803,124948
109015,125024
109282,125072
109482,125225
109703,125256
109918,125381
110134,125454
110326,125513
110453,125601
110627,125628
110778,125707
110944,125748
111068,125825
111171,125862
111346,125884
111476,126000
111584,126006
111643,126033
111768,126119
111850,126125
111892,126145
111941,126122
111998,126208
112025,126178
112107,126194
112098,126210
112158,126209
112179,126238
112164,126198
112234,126198
112171,126238
112160,126184
112149,126188
112091,126117
112029,126077
111995,126085
111957,126010
111892,126001
111811,125937
111813,125912
111738,125915
111685,125882
111686,125845
111622,125839
111587,125774
111593,125802
111539,125756
111539,125732
111518,125742
111487,125704
111506,125732
111482,125717
111521,125684
111492,125690
111455,125659
111474,125646
111478,125688
111429,125637
111454,125666
111430,125645
111483,125658
111431,125662
111444,125644
111441,125663
111404,125657
111459,125622
111485,125665
111480,125652
111510,125668
111558,125681
111615,125711
111653,125691
111711,125742
111719,125790
111768,125786
111793,125814
111781,125777
111789,125822
111747,125801
111777,125793
111703,125800
111714,125746
111710,125790
111678,125720
111707,125760
111975,125944
112028,125918
112064,125949
112124,125938
112139,126006
112188,126008
112194,126027
112196,126009
112275,126043
112529,126109
112524,126160
112546,126123
112524,126155
112536,126133
112557,126117
112530,126137
112541,126141
112597,126123
112585,126153
112624,126113
112666,126182
112693,126163
112787,126157
112834,126212
112886,126174
113022,126265
113878,126519
113906,126536
113921,126535
113941,126542
113968,126529
113977,126570
114006,126559
114019,126555
114073,126525
114065,126506
114059,126497
114061,126484
114051,126452
