11111,11111
0,0
23101,30741
23772,31519
24241,32066
24450,32370
24349,32167
23899,31631
23246,30820
22448,29791
21654,28744
20850,27850
20326,27123
19965,26704
19721,26408
19716,26343
19832,26601
20229,27105
20718,27731
21162,28360
21727,28970
22276,29728
22975,30669
23679,31602
24429,32570
25156,33421
25674,34072
25981,34471
26028,34435
25770,34231
25411,33711
24933,33050
24297,32279
23522,31240
22529,30105
21641,28856
20664,27615
19871,26608
19129,25666
18519,24972
18227,24569
18029,24331
18062,24469
18323,24769
18613,25286
19220,26028
19854,26821
20613,27905
21417,28980
22203,30083
23260,31398
24337,32750
25490,34365
26760,35948
27810,37209
28721,38282
29169,38789
29342,39107
29515,39320
29660,39493
30034,39953
30495,40526
31030,41221
31790,42096
32620,43082
33374,43822
33789,44069
33821,43882
34035,44056
34767,44913
36397,46918
38975,50000
41911,53449
44510,56442
46650,58879
48403,60806
49650,62345
50835,63685
52008,65025
53318,66209
54712,67784
56438,69793
58706,72246
61545,75370
64913,79039
68388,82784
72014,86418
75486,89953
78705,93166
81573,95953
83740,98101
85805,99736
87491,101108
88897,102204
90122,103051
91174,103804
92191,104476
93240,105207
94256,105905
95305,106699
96529,107586
97702,108485
98812,109358
99905,110212
101017,110920
102059,111576
102900,112194
103759,112724
104421,113114
105058,113476
105519,113750
105869,113967
106195,114089
106466,114215
106750,114283
106974,114373
107196,114491
107448,114578
107714,114683
107908,114738
108109,114801
108352,114943
108508,114999
108645,115056
108809,115157
108941,115169
112073,116660
113124,116981
113189,116985
114081,117370
114174,117399
114161,117402
115165,117839
115192,117849
115188,117820
115202,117813
115416,117808
115515,117879
115539,117872
115514,117893
115485,117844
115499,117775
115512,117870
115567,117864
115617,117875
115536,117836
115536,117790
115591,117844
115631,117852
115619,117818
115622,117853
115574,117794
115607,117838
115672,117840
115665,117854
115672,117841
115612,117793
115619,117793
115691,117796
115669,117839
115659,117807
115657,117777
115692,117767
115749,117831
115740,117807
115765,117821
115707,117784
115770,117830
115815,117827
115825,117853
115823,117822
115767,117796
115826,117868
115880,117840
115881,117860
115853,117826
115798,117807
115892,117822
115896,117838
115898,117843
115892,117809
115864,117761
115894,117839
115935,117822
115935,117819
115924,117794
115916,117796
115944,117811
116017,117871
116000,117852
115935,117821
115971,117775
116020,117859
116034,117846
115995,117818
116033,117796
115953,117827
116013,117823
116041,117834
116063,117846
116002,117814
115983,117762
116023,117841
116042,117811
116011,117782
115983,117786
115919,117791
115966,117764
116020,117785
115982,117783
115928,117739
115892,117719
115981,117744
116007,117793
115987,117726
115963,117740
115915,117727
115999,117741
116008,117779
116008,117702
116007,117732
115948,117724
115980,117731
116018,117753
116033,117724
116013,117720
116007,117705
116022,117743
116064,117748
116082,117754
116020,117719
115992,117730
116064,117709
116093,117733
116066,117755
116012,117704
116015,117666
116084,117732
116072,117748
116028,117686
116005,117671
115998,117651
116031,117697
116045,117691
116057,117701
115992,117645
115971,117634
116078,117699
