0,0
770,933
810,890
723,896
760,888
809,927
737,908
748,885
765,941
738,896
763,902
756,929
762,911
773,887
775,904
744,915
791,902
763,942
757,877
780,884
739,929
750,884
793,929
736,885
745,872
795,922
785,892
769,898
754,875
772,914
733,916
763,877
778,909
731,898
788,894
748,968
733,889
784,900
753,947
748,872
814,901
732,914
750,895
807,925
727,915
752,874
784,895
742,902
817,917
775,952
757,879
771,884
752,911
759,894
767,886
761,926
758,881
776,875
774,940
759,881
748,947
766,909
752,906
777,904
768,883
767,935
746,870
784,927
763,906
747,888
780,913
736,896
795,890
776,929
733,891
785,900
736,922
758,903
769,910
770,909
770,899
748,920
791,917
750,919
747,877
786,923
755,922
768,884
762,928
747,903
779,902
790,938
757,890
767,912
766,935
784,883
768,927
781,880
784,928
792,894
762,933
773,899
731,885
789,887
769,937
740,881
823,896
751,949
750,883
783,884
743,956
742,867
793,932
739,911
776,917
759,907
769,920
759,940
730,879
791,921
773,948
738,898
812,947
741,917
785,915
788,942
784,944
812,891
767,948
759,910
805,904
784,922
770,891
760,900
786,969
734,890
797,884
753,971
754,891
827,906
746,958
757,918
812,943
763,960
763,871
811,942
749,947
780,893
789,927
770,924
799,919
788,944
745,914
780,914
751,936
769,907
792,911
768,945
767,887
771,946
749,906
786,887
754,970
745,898
799,934
776,928
747,937
807,930
767,934
795,910
776,928
760,945
804,903
790,930
762,913
768,918
777,937
776,874
785,901
772,929
780,901
783,952
781,910
757,914
737,932
772,903
787,943
759,908
774,913
751,904
774,935
790,924
742,936
777,902
770,953
758,906
797,904
755,941
767,905
784,935
817,950
774,896
779,950
760,889
775,917
779,901
797,926
769,915
779,885
803,951
740,885
777,894
734,878
753,886
781,904
714,928
763,930
737,887
758,901
776,905
746,877
762,888
759,933
741,886
777,879
749,918
749,903
785,898
741,882
746,902
773,895
736,898
768,906
754,912
766,885
749,875
731,912
748,881
727,906
760,906
790,868
761,891
727,900
766,870
749,899
768,874
747,887
749,895
746,884
792,893
726,892
750,876
741,874
754,884
772,882
759,903
733,871
794,881
746,901
762,908
750,864
723,890
770,895
743,865
756,862
761,909
721,872
758,868
742,908
728,849
723,894
742,888
750,867
754,872
750,873
767,879
755,917
736,870
763,870
736,906
731,858
747,896
724,878
753,866
740,909
733,863
760,878
734,897
715,873
756,875
739,873
727,895
748,872
753,890
713,902
749,891
757,887
727,875
724,858
775,902
703,886
739,852
765,907
728,892
744,838
761,913
757,883
718,885
731,872
769,857
755,903
716,867
750,889
759,901
724,857
764,895
741,886
764,874
740,896
727,844
733,877
767,909
740,856
738,866
749,884
742,888
734,902
769,872
758,907
722,883
758,869
754,898
745,862
771,885
732,918
710,852
779,894
710,884
731,846
787,932
737,871
744,870
723,885
730,888
769,878
759,889
715,865
751,885
758,904
745,849
751,887
741,890
749,859
759,890
713,861
747,866
751,919
726,872
752,883
775,901
751,902
747,891
750,878
735,893
731,878
781,882
730,918
729,864
727,892
781,906
744,917
733,853
769,874
719,924
743,842
755,881
721,861
762,864
748,901
745,876
770,898
731,876
740,859
775,909
726,882
739,859
753,916
731,866
757,862
737,909
736,865
757,887
743,886
743,895
748,883
724,894
778,877
760,891
732,889
763,866
794,936
728,854
758,891
773,932
758,891
761,885
751,923
765,875
778,910
764,891
784,898
728,889
763,921
781,951
782,923
780,917
786,949
778,921
796,945
803,933
773,924
801,943
778,927
779,941
786,952
767,916
788,948
776,908
774,930
771,922
795,969
765,936
788,937
791,950
756,917
814,908
760,939
755,931
823,928
779,962
756,891
794,950
773,928
785,888
783,929
782,919
744,924
765,974
774,884
822,924
739,958
779,899
802,939
711,924
788,896
783,963
762,922
789,883
780,953
752,925
788,930
767,934
762,920
785,901
799,931
796,941
762,918
773,888
775,931
770,938
802,947
774,951
745,911
809,934
774,952
752,924
811,946
736,943
778,919
758,932
795,926
808,933
802,960
783,898
822,950
765,944
770,938
821,961
802,959
829,942
774,956
770,919
802,924
769,919
792,920
771,931
769,945
782,978
793,908
797,951
785,966
768,921
828,943
768,970
774,930
822,969
761,951
793,937
800,986
756,931
779,951
779,943
784,948
789,940
788,961
793,956
790,996
778,931
806,987
788,959
795,925
814,956
788,995
796,951
805,954
801,983
797,926
816,972
768,963
790,936
800,973
769,977
822,970
819,994
787,943
817,947
791,994
799,949
846,995
792,1015
798,954
837,985
774,946
789,992
799,1029
815,955
838,1014
826,1009
792,1004
795,985
807,1008
783,970
862,1012
791,1007
818,979
855,1014
812,1021
810,981
838,1028
813,982
867,1006
863,1039
830,989
846,1007
851,1029
851,1003
839,1056
828,991
840,1013
854,1030
861,1047
835,1003
895,1054
836,1041
840,1020
895,1072
848,1071
877,1047
895,1073
866,1056
882,1048
900,1083
898,1067
886,1079
881,1097
863,1053
896,1056
874,1107
862,1044
899,1065
857,1059
838,1012
881,1058
838,1021
850,974
834,970
840,992
773,966
792,934
793,939
792,941
785,948
796,909
790,918
735,929
763,897
778,925
738,891
755,876
760,944
721,894
800,896
757,952
732,879
791,916
740,903
754,884
772,915
752,891
773,892
