11111,11111
0,0
82138,80536
107786,99938
107760,99928
107779,99930
107754,99896
107762,99907
107783,99913
107796,99921
107748,99920
107795,99926
107777,99916
107762,99929
107754,99916
107806,99944
107791,99924
107797,99935
107789,99919
107756,99929
107816,99947
107788,99933
107814,99938
107760,99951
107802,99921
107791,99963
107821,99925
107803,99947
107855,99951
107803,99958
107823,99961
107857,99950
107867,99976
107893,99980
107820,99976
107888,99986
107932,99989
107864,99995
107936,99982
107897,99994
107957,100001
107923,100030
107927,100018
107962,100029
107963,100039
108005,100037
107994,100047
107988,100041
107998,100027
108032,100053
108010,100040
108007,100058
108016,100037
107995,100056
107972,100018
107939,100012
107908,100010
107900,100004
107835,99982
107859,99968
107849,99951
107785,99957
107806,99950
107769,99952
107776,99914
107780,99929
107765,99953
107787,99926
107773,99943
107774,99950
107769,99937
107812,99964
107786,99930
107796,99962
107809,99973
107821,99958
107789,99954
107835,99973
107820,99979
107843,99984
107839,99987
107862,99983
107811,100001
107866,99985
107876,100002
107884,100005
107853,100012
107853,99989
107902,100029
107878,100026
107870,100004
107893,100009
107916,100015
107905,100026
107876,100016
107918,100027
107910,100034
107900,100038
107879,100024
107925,100026
107887,100009
107932,100022
107894,100037
107921,100036
107902,100056
107928,100030
107901,100032
107930,100032
107911,100048
107911,100059
107943,100053
107934,100056
107960,100036
107964,100053
107948,100061
107935,100057
107911,100050
107942,100032
107912,100055
107959,100071
107880,100050
107939,100080
107938,100059
107926,100041
107926,100068
107892,100046
107959,100071
107964,100091
107943,100080
107999,100117
108028,100138
108009,100135
108018,100138
108192,100220
108227,100219
108236,100243
108260,100253
108277,100257
108819,100554
108849,100544
108841,100547
108859,100564
108908,100584
108922,100584
109108,100749
109090,100740
109095,100737
109096,100734
109062,100731
109058,100706
109010,100745
109019,100725
108965,100745
108929,100690
108873,100714
108863,100700
108838,100683
108837,100683
108776,100668
108758,100673
108694,100655
108679,100632
108636,100613
108633,100594
108622,100611
108550,100584
108545,100568
108482,100542
108503,100538
108483,100519
108460,100528
108441,100488
108411,100499
108395,100496
108428,100489
108379,100511
108390,100495
108382,100497
108348,100465
108329,100466
108321,100454
108320,100434
108283,100443
108237,100414
108253,100430
108257,100393
108212,100375
108207,100384
108158,100361
108130,100355
108145,100333
108126,100344
108118,100372
108127,100345
108113,100347
108121,100352
108131,100354
108151,100375
108130,100378
108141,100372
108151,100380
108131,100387
108164,100415
108189,100423
108224,100422
108176,100437
108206,100495
108184,100459
108227,100478
108206,100458
108231,100478
108220,100468
108247,100477
108229,100487
108251,100492
108235,100480
108235,100484
108243,100499
108268,100498
108218,100487
108279,100487
108258,100490
108278,100486
108209,100474
108220,100474
108206,100458
108176,100473
108183,100424
108193,100447
108153,100444
108150,100420
108154,100433
108151,100433
108175,100458
108164,100463
108184,100459
108212,100476
108184,100486
108210,100481
108191,100499
108223,100494
108247,100493
108249,100535
108261,100503
108240,100515
108242,100543
108218,100513
108234,100491
